id,gender,age,aum227,aum306
37169,M,19,15.49,75.63
37170,M,44,89.99,89.99
37171,M,43,1161.09,735.49
37172,M,25,1367.18,81.58
37173,M,37,18109.66,18098.57
37174,M,34,9485.16,939
37175,M,24,121.4,437.62
37176,M,26,410.93,915.51
37177,M,36,35152.07,32748.17
37178,M,26,2849.21,1518.25
37179,M,22,1727.7,15.68
37180,M,30,12.24,0.51
37181,M,25,501.49,2530.05
37182,M,43,340.27,634.77
37183,M,24,406.46,901.14
37184,F,41,32.76,83.76
37185,M,44,1004604.59,1003436.48
37186,M,27,1368.97,4997.99
37187,M,31,93975.07,94002.1
37188,M,46,4621.34,4621.34
37189,M,31,0.99,0.99
37190,M,42,21044.62,6026.62
37191,M,27,6286.9,5449.64
37192,M,33,358.33,2975.33
37193,M,29,78768.17,14108.17
37194,F,33,69.85,37.85
37195,M,28,0.21,0.21
37196,M,60,37310.75,36811.59
37197,M,37,47587.82,46407.26
37198,M,27,470.15,929.24
37199,M,42,181345.94,189484.4
37200,M,26,6694.55,5181.74
37201,M,37,0.57,0.57
37202,M,51,4738.58,619.08
37203,F,24,1.02,201.93
37204,M,24,86.53,6.53
37205,M,36,1842.19,11379.19
37206,M,27,6218.34,7974.34
37207,F,24,130.63,14.31
37208,M,26,1038.35,884.13
37209,M,39,80.99,80.99
37210,M,25,1763.83,611.11
37211,F,56,258943.44,233814.63
37212,M,26,1240.62,993.82
37213,M,30,27.9,27.88
37214,F,27,28.78,2.78
37215,M,23,2593.69,7629.98
37216,M,23,30371.2,26834.54
37217,M,27,61.4,71.4
37218,M,25,51.64,51.64
37219,M,37,50.03,1585.63
37220,M,24,136.8,2.46
37221,M,24,481.22,208.74
37222,M,32,5727.72,5334.63
37223,M,47,24776.85,15416.18
37224,M,38,3234.83,19.91
37225,M,26,33.8,22.6
37226,M,29,4.55,348.55
37227,M,35,4708.53,4708.53
37228,M,35,3299.29,5687.69
37229,M,34,866.46,671.13
37230,M,26,65122.38,62885.6
37231,M,28,562.12,1604.22
37232,M,33,8549.58,1.07
37233,M,49,2960.56,6357.56
37234,M,42,594.05,11.14
37235,M,46,1293.7,889.81
37236,M,34,15.05,15.05
37237,M,32,7430.79,9104.26
37238,M,40,148.44,118.44
37239,M,30,161444.68,50473.16
37240,M,21,101.12,721.5
37241,F,31,4166.55,4602.57
37242,F,31,9.77,243.36
37243,F,32,0,0.49
37244,M,24,2.38,2.38
37245,F,32,982.19,14032.29
37246,M,26,212.38,2278.66
37247,M,37,25794.37,23494.37
37248,M,31,363.19,249.19
37249,M,34,14695.15,9695.43
37250,M,35,1417.79,1417.79
37251,M,29,0.74,0.74
37252,M,33,17304.84,17277.34
37253,M,30,0.34,19.65
37254,M,32,72.9,0
37255,M,25,1,1
37256,M,17,79.4,55.3
37257,M,33,19.29,415.78
37258,M,27,8460.27,5879.83
37259,M,38,120.15,120.15
37260,M,32,7.47,7.47
37261,M,35,203.66,203.66
37262,M,33,220256.62,220256.62
37263,M,38,425.65,425.65
37264,M,32,176.12,182.15
37265,M,29,443445.39,516496.54
37266,M,44,209.74,13122.53
37267,M,35,880.02,4.61
37268,M,31,182.96,353.16
37269,M,51,1015.94,2921.57
37270,M,33,3657.98,12304.76
37271,M,22,3666.31,5354.78
37272,M,29,0.16,24.47
37273,F,20,473.29,654.65
37274,M,30,247.64,579.82
37275,M,46,169021.96,208409.56
37276,F,23,114.65,1353.85
37277,M,60,501724.8,501724.8
37278,F,31,114.31,114.31
37279,F,39,18271.53,30536.1
37280,M,33,0,0
37281,M,28,2680.9,14.38
37282,M,25,1766.77,1033.77
37283,M,37,676941.12,678768.02
37284,M,40,106.56,3.82
37285,M,36,102.54,79.34
37286,M,63,1028567.81,1028094.21
37287,F,30,30425.23,30541.65
37288,M,45,73000.51,0.51
37289,M,32,302.15,5.95
37290,F,28,297.91,2141.82
37291,F,22,614.77,191.72
37292,M,41,353933.78,541438.41
37293,F,27,96.77,96.84
37294,F,43,518.34,317.23
37295,M,26,4.11,4.11
37296,M,55,14878.56,13572
37297,M,24,6.95,6.95
37298,M,29,18.95,1546.55
37299,M,53,2148.82,2144.57
37300,M,33,52566.14,71579.54
37301,M,24,500,0
37302,M,39,56332.66,66113.99
37303,M,29,402369.47,410548.07
37304,M,28,10711.44,7336.64
37305,M,33,992.46,1019.08
37306,M,31,630.52,450.88
37307,M,36,2348.88,619.77
37308,M,42,1975.8,1918
37309,M,42,1.99,1.99
37310,M,31,4047.49,2670.27
37311,M,35,1.2,5199.76
37312,M,21,0.31,0.31
37313,M,23,8384.17,6829.15
37314,M,33,28998.57,59425
37315,M,49,40092.14,40113.96
37316,M,42,0.81,3080.77
37317,M,24,2321.32,1777.83
37318,M,20,0.99,0.99
37319,F,31,486.08,758.62
37320,M,24,4.28,4.28
37321,F,28,0.39,0.39
37322,F,33,50054.93,50082.2
37323,M,49,339818.76,1000123.16
37324,M,42,0,0
37325,M,27,6753.19,6180.35
37326,F,28,64485.33,66492.71
37327,M,39,5072.5,12895.93
37328,M,27,9876.77,7981.47
37329,M,26,881.05,1084.78
37330,M,23,11945.21,11858.63
37331,M,32,0.05,0.05
37332,F,29,45200.88,52566.6
37333,M,37,8.93,8.93
37334,M,30,42447.21,159898.93
37335,F,27,48468.92,69948.42
37336,M,24,9251.01,12862.09
37337,M,19,3.49,3.49
37338,M,41,100222.04,42764.04
37339,M,26,\N,0
37340,M,33,4914.12,7414.14
37341,F,30,10,10
37342,M,27,0.4,0.32
37343,M,24,18.13,788.15
37344,F,33,484.3,600
37345,F,29,844.36,344.46
37346,M,24,9.67,9.67
37347,M,28,39248.12,38565.12
37348,F,36,112.81,203.5
37349,M,28,126.24,126.24
37350,F,29,24.37,80.37
37351,M,21,61.43,3157.83
37352,M,46,182.28,107349.11
37353,M,22,3255.82,5016.22
37354,M,31,148.02,111.24
37355,M,36,2501.82,6903.82
37356,F,35,467.79,367.79
37357,F,54,8723.99,18723.99
37358,F,29,32168.05,32198.64
37359,F,30,488.94,8.91
37360,M,35,1476.87,7736.1
37361,M,30,58550.27,58768.49
37362,M,29,25062.7,21691.37
37363,M,38,1430.57,1340.57
37364,M,29,0,0
37365,M,33,1184.97,13752.91
37366,M,35,2904.31,3426.71
37367,M,32,7544.87,2893.36
37368,F,26,3.31,1740.81
37369,M,50,238514.19,227282.16
37370,F,28,1216.06,826.06
37371,M,32,215122.03,21722.03
37372,M,47,50000.31,0.57
37373,M,41,0,0
37374,M,45,12091.23,106.03
37375,M,30,0.96,0.96
37376,M,36,9712.04,44536.9
37377,M,33,402.4,402.4
37378,F,32,515.64,446.9
37379,M,42,5023615.58,5034146.59
37380,M,38,421.54,1404.29
37381,M,24,3352.24,2952.81
37382,M,29,12492.98,11686.98
37383,M,32,30657.35,23057.79
37384,M,24,43.15,7.15
37385,F,39,409454.39,401600.32
37386,M,45,594094.28,593094.28
37387,M,33,1319.28,594.42
37388,F,49,1678.07,5990.69
37389,M,33,146,137.5
37390,M,30,2564.26,2143.55
37391,M,39,72.42,165.31
37392,M,32,9045.37,6090.27
37393,M,31,15196.83,29920.97
37394,M,35,1411.98,4042.55
37395,M,23,0.76,9.66
37396,F,52,50191.56,77191.56
37397,M,30,274069.27,255678.48
37398,M,32,24908.01,78498.79
37399,M,27,9.96,3593.18
37400,M,42,93233.77,15537.27
37401,M,23,601.82,929.82
37402,M,32,12500.33,12500.33
37403,F,24,160927.91,145.94
37404,M,32,236.46,86.92
37405,M,36,633346.33,656346.33
37406,M,30,9.18,77.93
37407,F,29,0,0
37408,M,17,11.05,8.05
37409,F,27,5716.37,5674.41
37410,M,37,0.85,0.85
37411,M,25,19810.57,16542.02
37412,M,25,957.73,168.13
37413,M,32,906.78,913.6
37414,M,37,20022.26,18613.88
37415,F,35,99.45,688.71
37416,M,27,9993.7,7637.65
37417,M,49,0,0
37418,F,45,100,100
37419,F,49,0.97,0.97
37420,M,58,1958850.37,1947125.96
37421,M,28,62782.15,67027.21
37422,M,43,62.97,62.97
37423,F,41,359349.1,114252.95
37424,M,30,10228.65,10199.17
37425,M,39,17431.69,17028.26
37426,M,26,58289.7,51203.8
37427,M,18,28007.29,37173.56
37428,F,24,7.3,248.6
37429,M,24,100,1334.79
37430,M,33,11444.68,6140.66
37431,M,26,363.53,4335.53
37432,F,43,498141.74,463165.47
37433,M,28,502.48,1.48
37434,M,23,5209.87,323.09
37435,M,47,150640.23,5000
37436,M,28,14424.62,13224.62
37437,M,33,59540.49,75735.91
37438,M,31,6099.21,7946.23
37439,M,34,61037.06,61037.06
37440,F,28,5.48,5.48
37441,M,56,155.81,155.81
37442,M,33,87158.17,86224.27
37443,M,46,47012.65,36082.89
37444,M,37,2502.76,1088.08
37445,F,32,27558.65,9184.89
37446,F,25,11.94,4.54
37447,F,36,117.26,329.26
37448,F,21,397.09,4.65
37449,M,26,330.84,4752.93
37450,M,23,23422.18,21536.7
37451,M,34,300.1,15.31
37452,M,29,60622.09,51422.09
37453,F,46,122068.7,123421.67
37454,M,28,91.24,6994.39
37455,M,28,16049.35,13252.75
37456,M,32,2287.61,455.61
37457,M,34,269.62,138.38
37458,F,38,133801.6,134344.13
37459,M,40,284.83,12407.07
37460,M,47,5002.25,15560.97
37461,M,32,106.79,288.91
37462,M,30,30571.46,27285.24
37463,M,30,1000.87,0.87
37464,M,28,55560.49,70043.03
37465,F,29,7007.48,5744.42
37466,M,36,250004.54,250008.54
37467,M,46,311.22,3589.15
37468,F,30,808.32,7951.66
37469,M,31,74,74
37470,M,26,0,0
37471,M,69,31.52,36.22
37472,M,24,0,0
37473,M,32,1850.71,0.71
37474,M,23,1.08,1.08
37475,M,21,1586.98,2255.59
37476,M,33,11.25,10.75
37477,M,38,488.15,988.15
37478,M,45,47067.72,26103.14
37479,M,39,22147.45,31293.77
37480,M,33,137.63,22.53
37481,M,48,301.03,301.1
37482,M,33,1051.52,1051.52
37483,M,33,3066,899.89
37484,M,30,786.68,7384.18
37485,M,34,912.5,912.5
37486,M,42,2478.84,2278.77
37487,M,31,96.24,98.12
37488,M,29,112811.84,113176.91
37489,M,51,68629.96,68212.85
37490,M,31,0,0
37491,M,31,6565.68,565.68
37492,F,53,19022.88,16780.47
37493,M,25,133679.46,125496.21
37494,M,25,17.43,17.43
37495,M,32,2050.01,485.54
37496,M,37,71.27,36.77
37497,M,52,330386.3,308008.51
37498,M,18,7.48,419.29
37499,M,30,100.39,14800.39
37500,M,57,7350.36,6264.46
37501,M,49,41.98,41.98
37502,M,25,265.44,996.54
37503,M,32,8907.53,15892.53
37504,M,51,704325.07,704587.75
37505,F,28,0.66,1.38
37506,F,29,0,0
37507,F,32,6687.26,5101.54
37508,M,34,3167.97,2206.35
37509,M,25,6589.99,1356.42
37510,M,23,1230.36,1208.36
37511,M,39,351.14,183.17
37512,M,40,40408.82,27167.89
37513,M,33,46810.61,47335.48
37514,M,19,6085.04,5870.7
37515,M,41,82593.12,2225.39
37516,M,39,169.81,149.93
37517,M,32,1812.13,1812.13
37518,M,62,212788.8,211650.63
37519,M,26,2.96,2.96
37520,F,26,306.79,195.45
37521,M,34,50.52,4690.52
37522,M,22,1626.28,1206.85
37523,M,31,41000.37,41163.42
37524,F,25,559.95,75.35
37525,M,38,590.69,434.89
37526,F,28,1401.96,1748.5
37527,M,35,2658.93,12722.61
37528,M,20,2.53,651.83
37529,F,54,674625.93,661680.57
37530,F,31,69950.54,69846.56
37531,M,30,921.12,1194.24
37532,M,24,328.25,1.35
37533,M,36,1961.84,989.84
37534,F,33,2156.2,4299.49
37535,M,40,5507354.04,5508134.39
37536,F,30,10521.91,9993.31
37537,M,28,922.6,602.6
37538,M,28,1,283.94
37539,M,25,21016.78,20212.31
37540,M,33,3973.61,3820.61
37541,M,26,156.17,13955.71
37542,F,24,493.6,613.5
37543,M,22,1.12,1.12
37544,M,37,40.14,11.13
37545,M,35,3516.51,3343.91
37546,M,32,139.06,2127.29
37547,M,32,\N,10.01
37548,M,33,5.97,5.97
37549,F,31,1.41,1.41
37550,M,47,40765.85,47589.05
37551,M,33,24027.01,24019.01
37552,M,36,546166.22,546058.62
37553,M,41,106265.32,115053.53
37554,M,24,5316.41,3053.07
37555,M,36,32.65,776.46
37556,M,35,348.94,348.94
37557,M,32,14159.16,1630.17
37558,M,52,114809.72,1144.57
37559,M,28,5064.02,2829.73
37560,M,31,2000.78,3848.4
37561,M,26,0,0
37562,F,27,11942.15,19450.41
37563,F,25,10844.2,6579.54
37564,F,38,0,0
37565,M,41,50963.32,115813.53
37566,M,28,4000.56,800.56
37567,M,46,3.75,97.08
37568,M,41,219.54,11.01
37569,M,25,51.04,54.04
37570,M,27,0.59,15554.97
37571,M,38,1756.05,9780.95
37572,M,23,40.44,61.62
37573,M,31,359.68,24.48
37574,M,32,17.14,1350.98
37575,M,27,0.73,0.76
37576,M,33,45809.79,38365.91
37577,M,27,321.21,107.22
37578,F,25,1104.93,141.4
37579,M,24,6.49,6.11
37580,M,35,16445.05,16223.05
37581,M,35,552.98,7513.22
37582,M,17,697.43,479.44
37583,F,29,2,2
37584,M,28,0,0
37585,M,24,27514.09,40800.9
37586,M,43,2271145.14,2158207.46
37587,F,40,334.94,21068.58
37588,M,27,1.99,3.02
37589,M,30,310.49,189.76
37590,M,25,1230.08,311.77
37591,M,34,14471.36,60797.56
37592,F,29,40.04,8.94
37593,F,46,2680.78,2951.77
37594,M,19,5708.74,4787.02
37595,M,28,30022.07,3385.06
37596,M,35,57750.9,55841.3
37597,M,40,800,600.2
37598,F,41,31941.37,31232.55
37599,M,33,257.41,907.06
37600,M,31,1875.93,12.03
37601,M,31,539.05,1739.05
37602,F,32,135.87,172.87
37603,M,32,1363.9,93.77
37604,F,32,19.25,87.86
37605,M,22,286.31,62.28
37606,M,46,125.89,165.69
37607,F,36,11685.61,489.61
37608,M,28,1.11,1.11
37609,M,39,0.08,980.58
37610,M,26,0.72,0.72
37611,M,24,10.55,2985.62
37612,M,35,15151.01,13646.16
37613,F,35,668.03,10820.11
37614,M,30,26.25,44.94
37615,M,25,70.3,70.3
37616,M,51,9234.7,6362.96
37617,F,32,248.65,424.05
37618,M,24,7862.17,0.25
37619,M,18,4406.95,3636.12
37620,F,25,390.37,3.98
37621,M,37,2436.27,1891.83
37622,M,31,0.92,0
37623,M,37,55.8,55.8
37624,M,36,16962.34,15752.54
37625,F,20,28.23,107.41
37626,M,37,1728.2,913.38
37627,F,31,4343.32,0.74
37628,M,42,420818.57,420191.21
37629,M,39,8443.69,4943.69
37630,M,33,37865.98,83262.84
37631,M,19,0.77,0.77
37632,F,42,69.79,555.71
37633,M,49,557378.27,20195.41
37634,M,35,1814.65,1912.03
37635,M,37,83.48,2093.86
37636,F,32,0.15,0.15
37637,M,21,32.35,32.35
37638,M,32,3009.63,13108.08
37639,M,25,12803.01,1021.21
37640,M,45,114343.76,186938.86
37641,M,37,25140.4,15496.51
37642,M,30,19.03,18.93
37643,F,40,4722.84,4470.97
37644,M,56,103.74,103.74
37645,M,34,20860.56,20871.92
37646,M,32,13834.96,11262.11
37647,M,37,4357.93,3369.75
37648,M,21,99.99,99.99
37649,M,25,75.36,75.36
37650,M,28,12526.13,11156.33
37651,M,27,3403.69,3353.69
37652,M,36,1183.83,1166.83
37653,F,37,25765.59,27470.18
37654,M,43,246.1,1317.97
37655,M,24,138.41,125.75
37656,M,27,0,0
37657,M,37,6943.52,6943.52
37658,M,48,141008.17,154675.68
37659,M,22,4.01,46.93
37660,M,28,2619.08,1586.61
37661,M,45,237010.66,237125.45
37662,M,57,501084.31,381084.31
37663,F,34,5470.61,399.59
37664,M,35,238658.38,47518.33
37665,M,45,3.52,71.32
37666,M,35,4943.94,1771.92
37667,M,46,578.01,0.24
37668,M,36,25426.71,25277.15
37669,M,36,937.97,356.03
37670,M,63,781420.54,783858.42
37671,F,37,1062.79,69.25
37672,M,37,36.13,127.65
37673,M,30,17266.25,2.25
37674,M,32,337.5,1566
37675,M,35,0,51.29
37676,M,20,15.13,11.13
37677,M,43,6375.4,5077.64
37678,F,58,218780.59,218950.54
37679,M,24,257.21,7.61
37680,M,47,5030.71,6852.54
37681,F,33,320.68,221.68
37682,M,26,10.11,10396.5
37683,M,37,10521.4,6296.81
37684,F,28,79.62,74.11
37685,M,46,5252420.82,5260681.55
37686,M,26,1.92,311.92
37687,M,23,1161.01,1.01
37688,M,32,37289.09,43202.34
37689,M,25,335.3,159.05
37690,M,34,28.35,21395.35
37691,F,44,84127.85,58405.37
37692,M,23,229.22,229.22
37693,M,64,26320.86,20993.56
37694,F,30,138.56,128.56
37695,M,41,115706.02,50315.02
37696,F,38,131860.94,70879.55
37697,M,28,38.74,15.83
37698,M,28,251.04,238.14
37699,F,36,18332.28,11439.5
37700,M,38,1004.32,1607.66
37701,M,47,516.05,646.87
37702,M,37,979.02,809.02
37703,M,47,209235.38,363771.81
37704,M,27,1588.44,1169.41
37705,F,39,68576.84,69838.91
37706,M,29,458338.57,453488.73
37707,M,35,66556.16,60948.03
37708,M,32,38.99,667.6
37709,M,27,370.34,12.29
37710,M,45,7.67,0.15
37711,M,23,0,371.51
37712,M,24,3362.05,4718.42
37713,F,33,3549.34,6305.7
37714,M,25,3008.78,10389.25
37715,M,32,420.38,1624.18
37716,M,36,7097.76,17905.95
37717,F,27,5694.96,3459.53
37718,M,51,4491.1,1201.43
37719,F,23,22.92,1438.82
37720,F,38,31140.84,53626.84
37721,F,27,272.55,73.55
37722,M,48,86401.34,82832.34
37723,M,50,2120.23,16030.13
37724,M,32,116.37,116.37
37725,M,30,0.99,0.99
37726,M,34,1275.57,1160.99
37727,M,33,5489.88,8219.69
37728,M,39,40.44,6.94
37729,M,27,-9999,-9999
37730,M,31,1314.43,255.92
37731,M,34,8.7,1.5
37732,M,29,0,0
37733,M,28,3263.18,2180.66
37734,M,25,0,0
37735,M,30,4427.62,26808.66
37736,F,38,6536.47,1235.96
37737,M,46,4216.08,2766.13
37738,M,26,100.8,0.81
37739,M,44,9343.9,7833.9
37740,M,29,96272.91,96174.31
37741,M,24,0,0
37742,M,28,0,0
37743,F,36,35.61,58.33
37744,M,55,112.88,45.97
37745,M,47,1397.76,445
37746,F,40,33.72,33.72
37747,M,32,142.8,142.8
37748,M,24,75.29,31348.49
37749,M,44,610.67,1558.56
37750,M,29,1289.82,230.79
37751,M,26,84348.06,73890.37
37752,M,22,293.41,7.18
37753,M,28,0,0
37754,F,34,1346.89,2463.77
37755,M,29,488.61,47.61
37756,M,40,3280.58,4539.7
37757,M,38,6568.18,16248.18
37758,M,43,2169.17,2869.17
37759,M,39,13.5,301.61
37760,M,33,448.9,15882.9
37761,M,48,708,508
37762,M,25,333.96,1595.03
37763,M,36,402.97,3941.47
37764,M,38,4423.01,4622.21
37765,M,40,14332.82,13871.2
37766,M,33,119.64,32.04
37767,M,27,836.91,836.91
37768,M,37,56.29,627.79
37769,M,21,416.45,16.45
37770,M,31,44.69,240.26
37771,M,35,1.85,858.56
37772,M,33,10.86,2.87
37773,F,29,411.38,519.59
37774,F,49,7.75,6.75
37775,M,29,1809715.38,1734608.05
37776,M,36,1728.58,475.46
37777,M,26,10112.49,9615.63
37778,M,49,19923.84,17141
37779,M,26,1203.7,1203.7
37780,M,21,1570.65,2120.65
37781,M,25,1280,176
37782,M,26,88,2723.85
37783,M,56,515400.32,515400.32
37784,M,41,20198.74,20172.48
37785,M,32,5928.97,5524.36
37786,M,27,2514.6,1457
37787,M,25,32.71,105.95
37788,M,28,88155.52,243197.52
37789,M,43,2135.9,1233.69
37790,F,34,583869.58,580733.1
37791,M,25,604.33,204.46
37792,M,28,6886.12,6206.44
37793,M,24,0.09,53.77
37794,F,29,580.91,10312.09
37795,M,28,1216.72,184.04
37796,M,47,6601.14,112.41
37797,F,27,661.68,348.65
37798,M,29,7556.27,322.87
37799,M,24,9294.55,3354.55
37800,F,25,4209.77,1845.93
37801,M,53,56664.12,56422.39
37802,F,54,61.82,61.82
37803,M,29,53620.78,51313.03
37804,M,29,2.46,2.66
37805,M,38,3686.44,3686.44
37806,M,39,900.54,1250.84
37807,F,21,743.32,290.82
37808,M,43,127.56,181.76
37809,F,47,172603.98,165050.34
37810,M,33,2312.71,860.82
37811,F,43,831318.73,840788.11
37812,M,32,37859.6,32499.75
37813,M,18,\N,90.69
37814,M,26,2563.66,1232.7
37815,M,31,8.24,8.24
37816,F,29,143.81,143.88
37817,M,35,162738.68,159274.45
37818,M,47,33588.38,36882.38
37819,M,30,67887.06,67106.08
37820,M,30,3228.79,3187.42
37821,F,29,575.27,1398.03
37822,M,29,0,0
37823,M,33,2308.75,13
37824,F,41,210.71,211.33
37825,F,30,17.59,17.59
37826,M,37,600.72,352.42
37827,M,28,30040.32,27611.43
37828,M,33,4.48,4.48
37829,M,26,3708.08,13.18
37830,M,32,1201.47,814.65
37831,M,30,135,135
37832,M,47,2427536.57,2578210.51
37833,M,31,45.6,32.6
37834,M,31,296.03,24.89
37835,M,24,665.17,341.27
37836,M,37,17.03,29855.17
37837,M,31,40381.61,58831.76
37838,M,39,5610.4,1340.9
37839,M,29,6584.77,8067.24
37840,F,41,206060.16,210131.27
37841,F,30,2877.94,304.97
37842,M,38,18493.45,46948.89
37843,M,30,268.07,267.92
37844,M,35,9975.45,1580.95
37845,M,38,-9999,-9999
37846,F,25,4.21,22.98
37847,F,28,246.24,322.44
37848,M,55,14.24,6514.24
37849,M,38,324.98,109.99
37850,M,37,44278.33,98988.03
37851,M,42,34.87,34.87
37852,F,33,15.66,30.66
37853,M,32,376.65,76.65
37854,M,30,120.11,32.55
37855,M,33,1688.78,1688.78
37856,M,43,1022.83,954.78
37857,M,28,32366.51,41083.46
37858,M,24,1830.51,29.69
37859,M,25,46.76,46.76
37860,M,41,1689534.84,1652193.81
37861,F,45,233034.34,239795.8
37862,M,23,1032.46,11.72
37863,M,27,4692.03,4720.12
37864,M,37,12689.81,9643.33
37865,M,36,5635240.72,5296083.05
37866,M,36,26389.4,26569.76
37867,M,37,295.37,564.37
37868,M,33,4391.53,6022.02
37869,M,41,171475.21,9953.33
37870,F,21,1488.71,97.32
37871,M,28,1653.69,766.29
37872,F,33,520736.28,515030.62
37873,M,29,41.68,42.7
37874,M,42,35293.27,49006.3
37875,M,35,9498.08,8055.18
37876,M,28,727.89,11.92
37877,M,46,0,0
37878,M,44,505.39,503.47
37879,M,36,1043.42,695.42
37880,F,22,76.83,46.83
37881,M,30,77665.03,69385.7
37882,F,35,1659.85,1659.85
37883,M,32,-9999,-9999
37884,M,20,57.2,41.35
37885,M,37,9254.09,8914.65
37886,M,38,13.24,13.24
37887,F,31,40.9,525.17
37888,M,32,36568.61,36554.61
37889,M,29,196.22,4067.62
37890,M,34,6667.53,3667.53
37891,M,25,566,213
37892,M,38,12249.39,8478.24
37893,M,41,1589.81,1589.81
37894,M,37,15742.67,14663.71
37895,M,40,614011.74,637312.86
37896,M,39,324.3,592.69
37897,M,30,23203.89,22875.89
37898,F,22,0,0
37899,M,34,1.28,3000.56
37900,M,28,3700.9,3002.02
37901,M,39,1884.45,10456.16
37902,F,31,1340.1,1327.41
37903,M,24,16408.4,14428.92
37904,F,32,15252.33,10059.83
37905,M,29,259151.35,286773.67
37906,M,26,5.64,498.58
37907,M,57,1036.15,5727.15
37908,M,38,4.73,4.73
37909,M,21,213.05,115.66
37910,M,33,24402.32,24108.32
37911,M,41,33941.52,33670.78
37912,M,37,2766.81,194.81
37913,M,25,0.71,2.97
37914,M,32,887.4,734.8
37915,F,45,628.39,944.33
37916,M,32,7193.86,4446.86
37917,M,33,8582.52,548.36
37918,M,31,48779.95,43096.03
37919,M,32,115736.61,113287.19
37920,M,42,192963.95,302000.92
37921,M,27,39988.47,38603.47
37922,M,29,10.01,10.01
37923,M,50,5828.36,4522.95
37924,M,28,197.34,44.84
37925,M,41,5129.98,6312.33
37926,M,36,8,347.75
37927,F,30,1802.33,897.83
37928,M,41,41365.89,44787.69
37929,M,46,123.17,156.6
37930,F,32,4054.29,456.64
37931,M,20,0.93,0.93
37932,M,25,10070.67,6133.49
37933,M,29,0.11,0.11
37934,M,34,39.58,39.58
37935,M,43,85250.11,117943.2
37936,M,22,1.99,1.99
37937,F,39,140546.98,140458.28
37938,F,29,15220.65,38991.19
37939,M,35,8.63,8.03
37940,M,35,-9999,-9999
37941,M,28,95.8,95.8
37942,M,29,1.38,1.38
37943,M,31,32680.01,38837.25
37944,M,31,25459.55,21559.55
37945,M,36,8751.04,161.89
37946,F,38,1404.86,186.9
37947,M,70,214999.07,165001.29
37948,M,33,4018.25,271.37
37949,M,47,113011.34,112918.6
37950,M,33,0.01,0.01
37951,M,26,0,0
37952,M,30,902.92,902.92
37953,F,30,52846.67,58020.47
37954,M,37,440.02,0.22
37955,M,35,31.68,10.71
37956,M,31,21001.78,21004.65
37957,F,39,1744.51,1555.58
37958,F,36,0,0
37959,F,28,15.61,15.61
37960,M,41,346.25,49.15
37961,M,36,4079.19,9177.71
37962,M,35,19422.48,22468.75
37963,M,30,9886.43,9761.28
37964,M,45,3789.99,4687.99
37965,M,32,233.95,167.95
37966,M,29,0,0
37967,M,49,540451.29,366239
37968,M,36,25525.93,25525.93
37969,M,41,5027.19,5207.96
37970,M,38,62.54,5074.54
37971,M,30,2931.86,19693.74
37972,M,40,2912.09,6723.93
37973,M,37,50717.11,50744.36
37974,M,40,31873.16,23401.7
37975,M,28,0.05,0.05
37976,M,63,718469.92,768086.53
37977,M,37,3.03,3.03
37978,F,39,233465.31,257820.61
37979,M,39,4250,715.81
37980,M,26,268.19,271.48
37981,M,26,93.34,1.71
37982,F,22,0,233.21
37983,M,31,14.31,16.31
37984,M,31,10212.24,9540.11
37985,F,21,14.8,458.72
37986,M,28,455399.42,455274.1
37987,F,29,20311.28,21334.93
37988,M,37,44319.94,42837.64
37989,M,26,74.95,12.52
37990,F,29,17248.41,4022.05
37991,M,26,17.33,4969.01
37992,M,29,188.04,1202.66
37993,F,37,14698.26,10698.26
37994,M,28,0.47,0.47
37995,M,32,5.99,18.09
37996,F,38,696471.83,730999.21
37997,M,30,21255.21,21124.94
37998,F,19,583.18,456.96
37999,M,26,1021.79,417.4
38000,M,24,0,0
38001,M,28,6714.6,22597.59
38002,M,39,11362.93,46.68
38003,M,37,683.62,2633.33
38004,M,32,83.96,763.62
38005,M,29,251.93,0.9
38006,F,33,619.58,589.78
38007,M,37,68040.15,90708.71
38008,M,18,800.06,0.27
38009,M,25,13159.69,21759.59
38010,M,28,74.41,9.33
38011,M,26,8.24,8.24
38012,M,55,383.94,383.95
38013,F,31,13256.37,8901.38
38014,M,29,94.6,5.32
38015,M,45,96797.9,174782.05
38016,F,23,396.59,583.69
38017,F,33,4795.4,7024.47
38018,F,36,14.53,14.53
38019,M,37,12.67,12.67
38020,M,37,0,50001.68
38021,M,31,2044.21,1281.47
38022,M,28,36.87,2959.79
38023,M,38,56263.56,54008.56
38024,M,24,2613.4,668.77
38025,M,33,9.48,5.38
38026,F,31,33.3,31.3
38027,M,58,2418.73,2418.73
38028,M,38,3598383.01,3665562.19
38029,M,29,1980.25,2938.01
38030,M,34,3184.38,9659.38
38031,M,26,17421.1,1832.1
38032,F,35,397.91,65.28
38033,F,33,42635.99,42655.83
38034,M,18,36.82,32.27
38035,M,23,6.5,1165.44
38036,M,54,0,8.28
38037,M,35,64.98,1027.42
38038,M,41,169.99,169.99
38039,F,32,11476.62,0
38040,F,33,290601.8,287891.14
38041,M,29,0,1692.44
38042,M,23,0,0
38043,M,25,61.1,8377.88
38044,M,30,245365.26,245365.26
38045,M,38,740707.43,268179.43
38046,M,37,3.37,0.18
38047,F,27,2774.15,7340.27
38048,M,44,6808.64,5208.35
38049,M,28,17231.25,22377.06
38050,M,37,0.64,0.11
38051,M,29,6034.29,2463.4
